100000 200000 
89822 2 10166
77227 77228 0
95555 95556 0
2 16496 449
52737 52738 0
84257 84258 0
2 48257 1085
85558 2 14430
86912 2 13076
65723 65725 1
99358 2 630
87156 2 12832
63531 63533 1
71210 2 28778
76532 2 23456
86629 86630 0
76719 76720 0
78026 2 21962
93113 93115 1
91333 91334 0
98071 98072 0
51732 2 48256
90145 90147 1
95843 95845 1
2 25547 92
77904 2 22084
98077 98078 0
88004 2 11984
96687 96688 0
91696 2 8292
62468 2 37520
81499 81500 0
88760 2 11228
82502 2 17486
88827 88829 1
97201 97202 0
99337 99338 0
71909 71910 0
64699 64700 0
61099 61100 0
81793 81794 0
2 12585 1292
2 14572 1166
69130 2 30858
94817 94818 0
96199 96201 1
79509 79511 1
63987 63989 1
2 46720 517
70755 70757 1
87752 2 12236
93674 2 6314
52749 52750 0
82501 82502 0
93195 93197 1
91624 2 8364
91143 91144 0
85135 85136 0
70486 2 29502
89221 89222 0
61407 61408 0
56037 56038 0
76445 76446 0
66595 66597 1
99593 99594 0
88799 88800 0
83408 2 16580
89687 89688 0
66376 2 33612
2 19694 317
94311 94313 1
92422 2 7566
90598 2 9390
97151 97152 0
91779 91780 0
92737 92738 0
64395 64396 0
58800 2 41188
96366 2 3622
98078 2 1910
87009 87010 0
88201 88202 0
61968 2 38020
75818 2 24170
59453 59454 0
99432 2 556
83801 83802 0
64149 64151 1
91804 2 8184
84251 84253 1
97134 2 2854
99682 2 306
99383 99385 1
90349 90350 0
98542 2 1446
82241 82243 1
82496 2 17492
95407 95409 1
99974 2 14
61373 61375 1
85225 85227 1
2 47195 870
87612 2 12376
72457 72459 1
57417 57419 1
87309 87310 0
58272 2 41716
91638 2 8350
89908 2 10080
81412 2 18576
98889 98890 0
75869 75870 0
77740 2 22248
2 9176 787
78554 2 21434
83120 2 16868
86249 86251 1
85768 2 14220
98903 98905 1
70977 70979 1
84586 2 15402
83795 83797 1
92457 92459 1
80241 80243 1
81389 81391 1
90847 90849 1
82899 82900 0
82672 2 17316
94018 2 5970
98151 98152 0
88433 88435 1
83732 2 16256
96372 2 3616
2 43978 267
81451 81453 1
88939 88940 0
90961 90962 0
97400 2 2588
97159 97161 1
75573 75575 1
87462 2 12526
74607 74608 0
95275 95277 1
87758 2 12230
91773 91775 1
2 15500 1299
93871 93873 1
81565 81567 1
98822 2 1166
89702 2 10286
76737 76738 0
96602 2 3386
64853 64854 0
95125 95127 1
97709 97711 1
96505 96507 1
75932 2 24056
2 4750 1459
94166 2 5822
86950 2 13038
63451 63452 0
58780 2 41208
99503 99505 1
4058 21626 864
95079 95080 0
89473 89475 1
91565 91566 0
99551 99553 1
78252 2 21736
91581 91582 0
96769 96771 1
63168 2 36820
96332 2 3656
87154 2 12834
95901 95902 0
79768 2 20220
21064 45731 32
93848 2 6140
96453 96454 0
95252 2 4736
97452 2 2536
57141 57143 1
78799 78801 1
8623 45314 416
90615 90617 1
86330 2 13658
82061 82063 1
80355 80357 1
94494 2 5494
96249 96250 0
88975 88976 0
96399 96401 1
98071 98073 1
83050 2 16938
87253 87254 0
83538 2 16450
99905 99907 1
82997 82999 1
88806 2 11182
67848 2 32140
91079 91081 1
95820 2 4168
2 18404 741
94353 94355 1
2 49473 1402
97127 97128 0
77979 77980 0
84576 2 15412
99615 99617 1
2 14678 707
88843 88844 0
51461 51463 1
91843 91845 1
73107 73108 0
88091 88092 0
88511 88512 0
95614 2 4374
92240 2 7748
2 4879 1313
97721 97723 1
97274 2 2714
95296 2 4692
80327 80328 0
89199 89200 0
88379 88380 0
96174 2 3814
82115 82116 0
84013 84014 0
74101 74103 1
53885 53886 0
52865 52867 1
58391 58392 0
91089 91090 0
82011 82013 1
57880 2 42108
78689 78690 0
83711 83712 0
2 8821 1321
2 47354 1452
2 36438 819
86971 86972 0
86743 86745 1
2 16019 1055
89875 89876 0
80542 2 19446
78927 78929 1
89934 2 10054
89412 2 10576
90591 90593 1
99041 99043 1
87810 2 12178
92944 2 7044
71707 71709 1
70215 70216 0
95899 95900 0
95734 2 4254
2 28925 173
74172 2 25816
79189 79190 0
51748 2 48240
93420 2 6568
2 25334 1358
95666 2 4322
2 3861 996
7678 13310 94
83939 83940 0
94858 2 5130
83738 2 16250
2 18265 1155
69030 2 30958
81649 81650 0
97842 2 2146
84761 84762 0
87891 87892 0
68635 68637 1
54260 2 45728
79749 79751 1
78465 78466 0
93911 93912 0
2 47869 1021
73353 73354 0
95381 95382 0
85641 85643 1
2380 8929 960
96080 2 3908
87211 87213 1
52901 52902 0
91220 2 8768
98887 98889 1
90435 90436 0
86340 2 13648
89548 2 10440
2 43307 765
55020 2 44968
63619 63621 1
88425 88426 0
95429 95430 0
65813 65814 0
80574 2 19414
96035 96036 0
2 22020 1121
84047 84049 1
78877 78878 0
62088 2 37900
92346 2 7642
71788 2 28200
96392 2 3596
96017 96018 0
55291 55293 1
2 42967 727
74495 74496 0
62888 2 37100
96138 2 3850
2 12604 895
74619 74621 1
69325 69327 1
51167 51169 1
57635 57637 1
80059 80061 1
93597 93598 0
94485 94486 0
93615 93617 1
89429 89430 0
45426 47909 454
79670 2 20318
99797 99798 0
59323 59325 1
93389 93391 1
76747 76749 1
82939 82941 1
61273 61274 0
93956 2 6032
96887 96889 1
96677 96679 1
91969 91971 1
54887 54888 0
78186 2 21802
87305 87307 1
60594 2 39394
45946 15985 477
55427 55428 0
60163 60165 1
87488 2 12500
65229 65231 1
72065 72067 1
80301 80302 0
85477 85478 0
81870 2 18118
96379 96381 1
61436 2 38552
93353 93354 0
93158 2 6830
65840 2 34148
68170 2 31818
87038 2 12950
95483 95484 0
81913 81914 0
68215 68216 0
74679 74680 0
94437 94438 0
71674 2 28314
10925 25646 330
84357 84359 1
97777 97779 1
71793 71795 1
97757 97758 0
2 14237 1065
96224 2 3764
2 21595 96
52807 52808 0
76677 76679 1
92505 92506 0
92827 92829 1
2 33023 1113
97047 97048 0
71967 71969 1
19021 12627 790
70686 2 29302
2 17147 891
76218 2 23770
67877 67879 1
83623 83625 1
97315 97317 1
93375 93377 1
98473 98474 0
94098 2 5890
88143 88144 0
94931 94933 1
82345 82347 1
64713 64715 1
82222 2 17766
73171 73173 1
96711 96713 1
88581 88583 1
94735 94736 0
56996 2 42992
85678 2 14310
87177 87178 0
99791 99793 1
61242 2 38746
86521 86523 1
64845 64846 0
2 36011 1243
57615 57616 0
97863 97864 0
69181 69183 1
89615 89617 1
2 45889 527
96306 2 3682
56447 56449 1
77970 2 22018
59175 59176 0
58759 58760 0
99141 99142 0
90854 2 9134
56344 2 43644
53641 53642 0
91106 2 8882
80803 80805 1
80485 80486 0
50755 50756 0
80693 80695 1
92833 92835 1
85368 2 14620
63377 63379 1
2 21445 1291
84223 84225 1
70297 70299 1
97789 97791 1
97373 97374 0
62916 2 37072
90519 90520 0
83063 83065 1
89148 2 10840
77199 77200 0
97512 2 2476
93173 93175 1
90629 90630 0
65060 2 34928
80079 80081 1
87933 87934 0
87271 87272 0
54703 54704 0
99059 99060 0
99187 99188 0
29237 42279 812
53278 2 46710
81963 81964 0
87765 87767 1
2 49022 59
84849 84851 1
88097 88098 0
87945 87947 1
36620 5668 158
86352 2 13636
97677 97679 1
64724 2 35264
98525 98527 1
92711 92712 0
86488 2 13500
58479 58481 1
89045 89047 1
64870 2 35118
85649 85650 0
94897 94899 1
79405 79407 1
67391 67392 0
81047 81048 0
96279 96281 1
87427 87429 1
87140 2 12848
79256 2 20732
91304 2 8684
90492 2 9496
84967 84968 0
89365 89366 0
74715 74717 1
64603 64605 1
84307 84309 1
92795 92796 0
61902 2 38086
92927 92928 0
94099 94101 1
62663 62664 0
89745 89747 1
85241 85242 0
72377 72378 0
96704 2 3284
99953 99954 0
2 44945 287
96183 96184 0
92031 92033 1
2 27040 248
78893 78895 1
83201 83202 0
71829 71831 1
71107 71109 1
50803 50804 0
90180 2 9808
68949 68951 1
75675 75676 0
94738 2 5250
97031 97032 0
89331 89333 1
52984 2 47004
97701 97703 1
75809 75811 1
88185 88187 1
91369 91371 1
44304 37206 557
44415 48595 238
88974 2 11014
95695 95696 0
2 34878 609
98291 98293 1
2 25823 983
92521 92522 0
98127 98129 1
96596 2 3392
73127 73129 1
91457 91458 0
88519 88521 1
76063 76064 0
84629 84631 1
96522 2 3466
94813 94815 1
48025 30687 474
74181 74183 1
93553 93555 1
96262 2 3726
99727 99728 0
80839 80840 0
58059 58060 0
85188 2 14800
2 41169 29
99644 2 344
2 29490 632
75011 75012 0
96294 2 3694
87911 87913 1
2 14621 914
79673 79674 0
87512 2 12476
92136 2 7852
75263 75265 1
93689 93690 0
2 40132 818
2 23817 147
81645 81646 0
87917 87919 1
87625 87627 1
75345 75346 0
47506 30844 789
97851 97853 1
94101 94102 0
68443 68445 1
91821 91823 1
88421 88422 0
2 18381 535
87704 2 12284
90393 90394 0
95659 95661 1
88703 88704 0
85729 85730 0
94892 2 5096
77607 77608 0
80511 80513 1
93045 93046 0
97703 97705 1
96143 96145 1
99256 2 732
87262 2 12726
2 14198 703
88319 88320 0
69832 2 30156
2 9779 1368
65162 2 34826
82876 2 17112
86993 86994 0
76694 2 23294
53855 53856 0
2 16825 1345
84109 84110 0
2 23307 1284
58603 58604 0
96464 2 3524
90521 90522 0
91655 91656 0
2 17465 910
75471 75473 1
87189 87190 0
83747 83749 1
59649 59651 1
93230 2 6758
78125 78126 0
77105 77106 0
53020 2 46968
99271 99272 0
90881 90882 0
96919 96921 1
88181 88182 0
74322 2 25666
75603 75605 1
88229 88231 1
95561 95563 1
82401 82402 0
83167 83168 0
92145 92147 1
83381 83383 1
71266 2 28722
69921 69922 0
92322 2 7666
83175 83176 0
2 42653 310
92743 92744 0
2 40081 810
2 25440 1277
87560 2 12428
73300 2 26688
84938 2 15050
2 2792 1478
84204 2 15784
95313 95314 0
99849 99850 0
57457 57458 0
89183 89184 0
76306 2 23682
91803 91804 0
90710 2 9278
77891 77893 1
86651 86653 1
94418 2 5570
76365 76367 1
94183 94185 1
76383 76384 0
85268 2 14720
72483 72485 1
93994 2 5994
74917 74919 1
77502 2 22486
83048 2 16940
54529 54530 0
68957 68958 0
60421 60422 0
85879 85880 0
80282 2 19706
59363 59365 1
93625 93627 1
92664 2 7324
89499 89501 1
72747 72749 1
63169 63171 1
89835 89836 0
96709 96711 1
92749 92750 0
98198 2 1790
64732 2 35256
94697 94699 1
61867 61868 0
2 15264 154
88955 88957 1
99177 99178 0
53500 2 46488
98391 98392 0
88245 88246 0
82157 82158 0
89097 89099 1
2 37919 1489
88241 88242 0
85010 2 14978
79562 2 20426
10429 9446 303
72419 72421 1
62621 62622 0
89079 89080 0
79357 79359 1
2 35655 1257
96269 96270 0
89159 89160 0
2 9393 688
77269 77270 0
95045 95047 1
68458 2 31530
52613 52615 1
98096 2 1892
94527 94529 1
78677 78679 1
61969 61971 1
96921 96922 0
2 48264 803
98203 98205 1
73418 2 26570
74765 74766 0
2 41238 1463
83757 83758 0
2 935 11
60983 60984 0
91457 91459 1
2 7802 17
94281 94283 1
86128 2 13860
2 48907 1261
2 41079 422
98210 2 1778
77673 77675 1
86620 2 13368
82023 82025 1
93858 2 6130
2 42676 716
2 20585 1410
92659 92660 0
84798 2 15190
88545 88547 1
95544 2 4444
87193 87194 0
2 45903 141
56729 56730 0
99607 99608 0
84308 2 15680
93706 2 6282
90927 90929 1
2 6377 524
63084 2 36904
94626 2 5362
98245 98246 0
95742 2 4246
2 37314 1420
66955 66956 0
89615 89616 0
53378 2 46610
80677 80678 0
95890 2 4098
2 1371 705
88373 88375 1
80751 80753 1
91123 91125 1
70403 70405 1
55015 55017 1
85625 85627 1
77251 77253 1
81175 81176 0
95796 2 4192
94184 2 5804
88353 88354 0
93031 93032 0
78153 78154 0
80103 80105 1
78688 2 21300
66991 66992 0
2 10583 412
90858 2 9130
99788 2 200
91393 91395 1
83735 83736 0
94805 94806 0
97148 2 2840
94194 2 5794
56723 56725 1
12648 34829 252
69764 2 30224
82468 2 17520
2 7440 285
97943 97944 0
97013 97015 1
48030 24318 42
2 5576 499
52043 52045 1
2 38453 1260
99269 99271 1
2 11858 218
89929 89931 1
64881 64883 1
90928 2 9060
56897 56899 1
93057 93059 1
93550 2 6438
85273 85274 0
85023 85025 1
90228 2 9760
90977 90979 1
39000 27905 202
86342 2 13646
2 30025 376
89426 2 10562
99294 2 694
99840 2 148
2 6407 105
84631 84633 1
55607 55608 0
83968 2 16020
87126 2 12862
42774 42369 910
96829 96831 1
77399 77400 0
93961 93963 1
91259 91261 1
81651 81653 1
67647 67648 0
84787 84788 0
80103 80104 0
50274 2 49714
90901 90902 0
88156 2 11832
97063 97065 1
81815 81816 0
6450 8330 451
91752 2 8236
77894 2 22094
93575 93577 1
2 23434 766
70581 70583 1
96323 96325 1
61888 2 38100
81668 2 18320
67975 67976 0
98385 98386 0
82437 82439 1
2 6975 751
65850 2 34138
72864 2 27124
68886 2 31102
64452 2 35536
63019 63020 0
83151 83152 0
68929 68931 1
80565 80567 1
99881 99883 1
2 14654 554
92035 92037 1
97760 2 2228
65150 2 34838
80966 2 19022
93681 93682 0
99897 99899 1
58733 58735 1
66723 66724 0
76251 76252 0
84151 84152 0
73373 73374 0
2 38547 324
2 22134 79
84995 84996 0
96941 96942 0
8122 46694 529
97044 2 2944
60002 2 39986
2 19225 1440
51869 51870 0
68829 68831 1
83656 2 16332
77778 2 22210
93912 2 6076
97646 2 2342
93927 93928 0
92029 92031 1
84261 84262 0
88100 2 11888
78057 78058 0
92464 2 7524
99875 99876 0
80989 80990 0
83493 83494 0
99962 2 26
86231 86232 0
82822 2 17166
92804 2 7184
2 20576 0
2 27548 752
95464 2 4524
76723 76725 1
67075 67076 0
90213 90214 0
85167 85169 1
2 10011 1492
70985 70987 1
88563 88565 1
7121 20514 392
85696 2 14292
92184 2 7804
99015 99017 1
69438 2 30550
97925 97926 0
92303 92304 0
99789 99791 1
81505 81506 0
78081 78083 1
61766 2 38222
50771 50772 0
82426 2 17562
86781 86783 1
85938 2 14050
2 42629 801
96545 96546 0
82900 2 17088
78368 2 21620
3685 38699 905
98785 98787 1
82687 82688 0
97075 97077 1
98801 98802 0
2 46040 377
63553 63554 0
86941 86943 1
71087 71089 1
89641 89643 1
90427 90428 0
2 37983 1094
96352 2 3636
94159 94160 0
77851 77853 1
94605 94606 0
97844 2 2144
99395 99397 1
2 39245 1476
87057 87059 1
65737 65739 1
89999 90000 0
50179 50181 1
83611 83612 0
68893 68894 0
99230 2 758
76591 76593 1
97973 97975 1
87419 87421 1
2 7477 1126
2 42405 344
77195 77196 0
87343 87344 0
67905 67906 0
94243 94245 1
88318 2 11670
85346 2 14642
82248 2 17740
64854 2 35134
93421 93422 0
74415 74417 1
80511 80512 0
73452 2 26536
98759 98760 0
67431 67432 0
97947 97948 0
79167 79169 1
78337 78339 1
98838 2 1150
2 21605 177
65497 65499 1
50340 2 49648
65701 65703 1
96901 96903 1
58712 2 41276
2 40900 63
2 5658 589
87804 2 12184
99913 99915 1
96589 96590 0
94923 94924 0
99652 2 336
94299 94301 1
95781 95782 0
2 16443 1157
76629 76631 1
67089 67091 1
94397 94399 1
77788 2 22200
71448 2 28540
94759 94760 0
52820 2 47168
64071 64073 1
65210 2 34778
73166 2 26822
99457 99458 0
73712 2 26276
95302 2 4686
36557 32388 329
55513 55515 1
80149 80150 0
95188 2 4800
1132 13284 24
90021 90023 1
86098 2 13890
99863 99864 0
88317 88318 0
97171 97172 0
95567 95568 0
97292 2 2696
80576 2 19412
90935 90937 1
84817 84819 1
70206 2 29782
97759 97760 0
97431 97433 1
80029 80031 1
53533 53535 1
60200 2 39788
2 21835 215
95689 95691 1
59871 59872 0
66193 66195 1
78888 2 21100
94913 94914 0
2 20230 1269
94943 94945 1
98816 2 1172
71125 71127 1
2041 18514 78
72914 2 27074
93516 2 6472
52126 2 47862
86465 86466 0
88244 2 11744
99131 99133 1
96647 96649 1
51879 51881 1
50678 2 49310
99828 2 160
2 42090 268
95797 95798 0
98951 98953 1
82115 82117 1
77563 77565 1
75362 2 24626
69035 69036 0
92025 92026 0
99058 2 930
34530 32088 964
59865 59866 0
74742 2 25246
98408 2 1580
89224 2 10764
95665 95666 0
51805 51806 0
59683 59685 1
74218 2 25770
2 45891 461
85362 2 14626
57123 57125 1
32142 28982 257
65595 65597 1
75785 75786 0
84292 2 15696
83049 83050 0
57490 2 42498
69700 2 30288
2 2895 314
89115 89117 1
87592 2 12396
36575 5849 682
86783 86785 1
83789 83790 0
85999 86001 1
80783 80784 0
99228 2 760
2 24517 834
88137 88138 0
93619 93620 0
79660 2 20328
88345 88346 0
90677 90679 1
88669 88670 0
74931 74932 0
64011 64012 0
79807 79808 0
90087 90088 0
2 32329 587
89852 2 10136
80905 80906 0
2 40716 753
82615 82616 0
79330 2 20658
82015 82016 0
88546 2 11442
74441 74442 0
98843 98844 0
77257 77258 0
89313 89315 1
2 44554 976
98841 98842 0
99811 99813 1
55515 55517 1
2 33501 1282
80492 2 19496
84035 84037 1
99140 2 848
61571 61572 0
43195 30147 178
98650 2 1338
95953 95954 0
96899 96900 0
64545 64546 0
77421 77423 1
97239 97241 1
86022 2 13966
60853 60855 1
2 2255 608
73812 2 26176
53607 53608 0
86115 86116 0
86298 2 13690
75633 75635 1
78677 78678 0
74547 74548 0
11823 27489 855
87426 2 12562
95205 95206 0
77000 2 22988
2 33435 203
94137 94139 1
51325 51327 1
2 11603 1281
93409 93410 0
75554 2 24434
92469 92471 1
24771 27601 370
21934 8050 315
96195 96196 0
63248 2 36740
98862 2 1126
62587 62588 0
95799 95800 0
99597 99598 0
62755 62756 0
54468 2 45520
85110 2 14878
95020 2 4968
2 18390 1149
96953 96954 0
92431 92433 1
84705 84707 1
97022 2 2966
2 32508 1159
2 38512 1465
85504 2 14484
97625 97627 1
94303 94304 0
99609 99610 0
97725 97726 0
79555 79556 0
76283 76284 0
2 11115 841
83481 83482 0
9738 20237 361
72913 72914 0
98989 98990 0
81129 81130 0
79309 79310 0
50521 50522 0
79877 79879 1
50492 2 49496
90054 2 9934
85595 85597 1
85635 85637 1
95608 2 4380
88239 88240 0
96243 96244 0
16961 43538 456
2 23227 807
87391 87392 0
48147 17736 228
93247 93248 0
99931 99933 1
79303 79305 1
95647 95648 0
86153 86154 0
2 45393 1431
71242 2 28746
2 49738 918
2 41938 301
59895 59896 0
85752 2 14236
33199 18710 277
76611 76612 0
75268 2 24720
70027 70028 0
94963 94965 1
85615 85616 0
97381 97382 0
92334 2 7654
86909 86911 1
66973 66975 1
87696 2 12292
72739 72740 0
56913 56915 1
69549 69551 1
61837 61839 1
65235 65236 0
82732 2 17256
2 20520 881
56323 56324 0
2 43555 916
82272 2 17716
95577 95579 1
52921 52923 1
90662 2 9326
96388 2 3600
69751 69753 1
53028 2 46960
89607 89609 1
99123 99124 0
97939 97940 0
77596 2 22392
63286 2 36702
73905 73907 1
94101 94103 1
72210 2 27778
91001 91002 0
99151 99153 1
2 3684 1074
81225 81226 0
84301 84302 0
2 43457 804
81377 81378 0
99132 2 856
95295 95297 1
52804 2 47184
90365 90366 0
66589 66591 1
85841 85843 1
49293 23370 903
80290 2 19698
94392 2 5596
94451 94453 1
84343 84345 1
2 2032 121
94100 2 5888
94795 94797 1
90153 90154 0
97659 97661 1
2 4283 1378
2 12886 1037
84209 84211 1
92109 92110 0
99747 99748 0
92624 2 7364
63713 63714 0
99154 2 834
84997 84999 1
2 18768 202
94509 94511 1
61833 61835 1
93221 93222 0
2 10635 1009
71236 2 28752
78936 2 21052
92577 92579 1
97979 97981 1
77328 2 22660
2 30276 849
83393 83395 1
51055 51057 1
70426 2 29562
92309 92311 1
85226 2 14762
71227 71228 0
91151 91153 1
81021 81023 1
2 32751 1329
96579 96580 0
60982 2 39006
2 46021 366
54144 2 45844
88693 88695 1
77444 2 22544
92055 92056 0
95651 95652 0
67111 67112 0
99745 99746 0
73473 73475 1
54083 54085 1
91366 2 8622
90751 90752 0
99690 2 298
98711 98713 1
50107 50109 1
58771 58773 1
86730 2 13258
98624 2 1364
89478 2 10510
95059 95061 1
91986 2 8002
75594 2 24394
98919 98921 1
98787 98788 0
2 19157 610
87897 87899 1
11660 33453 311
2 7627 778
74951 74952 0
10802 28304 446
87175 87176 0
80298 2 19690
88761 88763 1
94650 2 5338
2 26250 1208
56131 56132 0
98746 2 1242
95525 95527 1
99235 99236 0
96925 96927 1
89723 89725 1
2 4781 422
78547 78549 1
2 1814 520
82291 82293 1
67124 2 32864
22160 40882 733
97129 97131 1
99163 99165 1
62687 62688 0
58665 58666 0
78288 2 21700
97821 97822 0
83767 83769 1
75841 75843 1
92761 92763 1
79926 2 20062
74747 74748 0
81711 81713 1
89873 89875 1
82834 2 17154
86178 2 13810
80181 80182 0
84138 2 15850
96911 96913 1
90337 90339 1
51420 2 48568
89033 89034 0
2 43195 318
90749 90751 1
84291 84292 0
69106 2 30882
83414 2 16574
99491 99493 1
79409 79411 1
92825 92827 1
89543 89544 0
65548 2 34440
78207 78209 1
99070 2 918
71585 71587 1
97663 97665 1
85601 85603 1
55811 55813 1
92537 92539 1
62299 62300 0
99892 2 96
59825 59827 1
70969 70971 1
66341 66343 1
93051 93053 1
57944 2 42044
63025 63026 0
2 32942 1455
94411 94413 1
77088 2 22900
86230 2 13758
99985 99987 1
2 9080 989
2 49297 51
88861 88863 1
74919 74921 1
89897 89899 1
95687 95688 0
92614 2 7374
98967 98969 1
96409 96410 0
54922 2 45066
2 25436 555
68190 2 31798
86110 2 13878
71599 71601 1
86879 86880 0
83471 83473 1
97727 97728 0
2 17237 1217
99102 2 886
89941 89942 0
82941 82942 0
65515 65516 0
82891 82893 1
95101 95103 1
99559 99560 0
87903 87904 0
80287 80288 0
91281 91283 1
2 18408 6
2 45013 474
94537 94538 0
93132 2 6856
85315 85316 0
94747 94748 0
93311 93313 1
2 27133 838
94261 94262 0
98076 2 1912
95583 95584 0
94231 94232 0
52015 52017 1
62483 62485 1
11040 9552 961
97647 97648 0
58811 58812 0
92429 92431 1
2 14764 259
96910 2 3078
2 44612 697
61129 61131 1
42443 26441 208
94524 2 5464
82542 2 17446
97627 97628 0
70408 2 29580
2 47612 520
95431 95432 0
45826 4424 149
83352 2 16636
2 4313 1475
2 415 884
88636 2 11352
90478 2 9510
99271 99273 1
85755 85757 1
80199 80201 1
2 38362 338
96657 96658 0
2 20894 915
89877 89879 1
58038 2 41950
95872 2 4116
89628 2 10360
76263 76264 0
86936 2 13052
81911 81912 0
74307 74308 0
16900 26666 536
81429 81430 0
93509 93511 1
80848 2 19140
97014 2 2974
87130 2 12858
75916 2 24072
94117 94118 0
2 19309 1287
2 36578 1026
84363 84364 0
95165 95167 1
83217 83219 1
90738 2 9250
89680 2 10308
95273 95275 1
92084 2 7904
2 43663 36
51679 51681 1
82569 82570 0
59101 59102 0
98038 2 1950
91241 91242 0
81431 81432 0
2 3133 489
71205 71206 0
95274 2 4714
91008 2 8980
38119 20460 208
85562 2 14426
69159 69161 1
98043 98044 0
70290 2 29698
95290 2 4698
99273 99274 0
87886 2 12102
2 37099 1317
62940 2 37048
99890 2 98
80072 2 19916
98921 98923 1
97007 97008 0
2 3779 944
2 14738 554
74368 2 25620
94230 2 5758
91420 2 8568
95541 95543 1
57973 57975 1
97360 2 2628
72075 72077 1
94213 94214 0
88309 88311 1
70987 70988 0
64467 64468 0
95494 2 4494
79429 79431 1
90199 90200 0
81501 81502 0
95566 2 4422
98727 98729 1
70387 70388 0
86852 2 13136
96501 96502 0
95958 2 4030
80983 80984 0
69421 69423 1
99569 99571 1
2 34174 768
95267 95268 0
95642 2 4346
95130 2 4858
36482 37112 184
93596 2 6392
54705 54707 1
86697 86698 0
50809 50810 0
2 14095 660
2 8572 273
82930 2 17058
98406 2 1582
97102 2 2886
93387 93389 1
2 36723 109
2 18326 159
81246 2 18742
2 23180 1085
85956 2 14032
2 45179 381
13868 27147 215
63626 2 36362
63778 2 36210
62957 62958 0
95367 95369 1
99875 99877 1
86038 2 13950
98954 2 1034
2 45166 589
70696 2 29292
99054 2 934
95234 2 4754
2 46728 215
38122 17338 22
2 25403 725
83589 83590 0
97279 97280 0
93799 93800 0
83289 83291 1
69911 69913 1
86271 86272 0
80467 80469 1
79033 79035 1
94818 2 5170
67101 67102 0
86679 86681 1
74459 74461 1
94921 94923 1
61834 2 38154
76417 76418 0
99813 99815 1
88118 2 11870
89141 89143 1
74094 2 25894
54229 54230 0
85180 2 14808
97489 97491 1
97854 2 2134
86447 86448 0
57942 2 42046
66272 2 33716
89881 89883 1
75008 2 24980
91529 91530 0
69273 69275 1
88409 88411 1
18603 29609 782
41012 6881 780
90155 90157 1
65828 2 34160
91740 2 8248
2 33406 971
93095 93097 1
61664 2 38324
94657 94658 0
82828 2 17160
82800 2 17188
97803 97805 1
26265 6993 623
2 29032 1444
83469 83471 1
96643 96645 1
2 34982 1417
90897 90898 0
96189 96191 1
74212 2 25776
5832 36101 849
51357 51358 0
97661 97663 1
94495 94497 1
97734 2 2254
79995 79997 1
85353 85355 1
55673 55674 0
78673 78675 1
97883 97885 1
92874 2 7114
86858 2 13130
78278 2 21710
92250 2 7738
87235 87236 0
99357 99359 1
2 47164 1387
62178 2 37810
90940 2 9048
86397 86398 0
69091 69092 0
97933 97934 0
95454 2 4534
81994 2 17994
2 18889 1004
61007 61009 1
98711 98712 0
77730 2 22258
84954 2 15034
91208 2 8780
25572 28815 919
81761 81763 1
96235 96237 1
52997 52999 1
75873 75874 0
97561 97563 1
40062 4888 217
95406 2 4582
79823 79824 0
99603 99604 0
97094 2 2894
81169 81171 1
93724 2 6264
2 49698 979
2 19562 1375
11738 27968 432
78328 2 21660
52155 52156 0
89832 2 10156
99382 2 606
94357 94358 0
6910 10455 225
86606 2 13382
69512 2 30476
20277 38052 287
90801 90802 0
2 46753 1363
92763 92764 0
83099 83100 0
99014 2 974
89431 89432 0
80337 80338 0
83351 83352 0
82218 2 17770
26348 2002 220
88885 88887 1
98868 2 1120
25436 47246 481
56023 56025 1
94479 94481 1
95005 95007 1
88275 88276 0
95773 95775 1
77673 77674 0
95099 95100 0
80513 80515 1
59885 59886 0
96040 2 3948
94569 94571 1
79843 79844 0
55603 55604 0
76581 76582 0
60415 60417 1
60137 60139 1
94702 2 5286
85964 2 14024
2 25758 1329
97438 2 2550
98475 98476 0
91052 2 8936
77871 77872 0
99373 99375 1
47899 8842 631
78952 2 21036
96685 96686 0
65691 65692 0
90721 90723 1
71360 2 28628
85109 85111 1
85629 85631 1
99687 99688 0
87421 87423 1
2 12409 1053
79447 79448 0
76189 76191 1
95273 95274 0
13833 49361 959
64848 2 35140
55598 2 44390
96537 96539 1
91883 91884 0
92231 92232 0
95221 95222 0
79165 79166 0
91313 91315 1
94375 94377 1
99361 99362 0
95081 95082 0
95847 95849 1
85277 85278 0
84095 84096 0
96957 96959 1
84551 84552 0
75068 2 24920
56549 56550 0
89518 2 10470
24344 29654 304
94340 2 5648
54290 2 45698
88211 88213 1
99182 2 806
80270 2 19718
94631 94632 0
75709 75710 0
2 15873 486
96194 2 3794
80307 80308 0
64432 2 35556
70351 70353 1
85957 85959 1
79773 79775 1
2 27317 53
52741 52742 0
93111 93112 0
90052 2 9936
95028 2 4960
99114 2 874
62791 62793 1
14007 22005 44
97061 97062 0
97149 97151 1
52991 52993 1
97434 2 2554
94823 94825 1
36092 37283 742
89053 89055 1
97255 97257 1
65925 65927 1
85877 85879 1
57879 57880 0
66151 66152 0
98339 98341 1
80357 80359 1
96782 2 3206
6109 5378 404
77438 2 22550
60920 2 39068
88027 88028 0
82701 82703 1
74932 2 25056
55117 55118 0
89316 2 10672
99531 99533 1
90633 90634 0
32360 39678 848
76307 76308 0
96503 96505 1
94254 2 5734
97297 97299 1
